"","species","season","median","mean","sum","min","max","pathogen"
"1","Acanthis flammea","breeding",3.01768327826148,2.91047764769736,3801.08380789275,1.03579896065679,4.18602420210137,"Rickettsia"
"2","Accipiter badius","breeding",6.6058700576854,6.67646287023812,46.7352400916669,5.41277915974849,8.42729630484449,"Rickettsia"
"3","Accipiter badius","non-breeding",6.50829148115043,6.32628160714346,75.9153792857215,5.41277915974849,7.24905652571156,"Rickettsia"
"4","Accipiter brevipes","breeding",6.83874503765159,6.77524964085274,2215.50663255885,3.85923738059813,9.37669523691989,"Rickettsia"
"5","Accipiter gentilis","breeding",8.56717597256483,8.68306367573511,28063.6617999759,2.99370453979389,15.6484168505177,"Rickettsia"
"6","Accipiter gentilis","non-breeding",8.46953255394625,8.70561849688877,35684.3302187471,2.99370453979389,16.1335216931999,"Rickettsia"
"7","Accipiter nisus","breeding",6.35166618739297,6.50294702190619,23521.1593782347,2.06559193666182,12.1905108099346,"Rickettsia"
"8","Accipiter nisus","non-breeding",6.69979860937157,6.93785137620998,26641.3492846463,2.06559193666182,12.8847401041745,"Rickettsia"
"9","Acridotheres cristatellus","breeding",6.21128134941699,6.21128134941699,12.422562698834,6.13297469341886,6.28958800541512,"Rickettsia"
"10","Acridotheres cristatellus","non-breeding",6.20099549737138,6.21064687274997,31.0532343637498,6.00197525290583,6.42770091463865,"Rickettsia"
"11","Acridotheres tristis","breeding",9.84088227535674,10.0878654127769,110.966519540546,8.92583724257559,13.3295267816164,"Rickettsia"
"12","Acridotheres tristis","non-breeding",6.4963078199412,6.31820722709428,25.2728289083771,5.37058453178938,6.90962873670532,"Rickettsia"
"13","Acrocephalus agricola","breeding",3.1426185330229,3.24749630329272,1003.47635771745,2.11199966019352,4.54906298092321,"Rickettsia"
"14","Acrocephalus arundinaceus","breeding",3.44576230971948,3.57641126028906,9130.57794751798,1.28162555527955,6.45487843147419,"Rickettsia"
"15","Acrocephalus dumetorum","breeding",2.46094823533319,2.50122619206085,3471.70195458046,0.909019326868849,4.25475927733488,"Rickettsia"
"16","Acrocephalus dumetorum","non-breeding",2.77622085772548,2.89253163792187,5116.88846748379,1.17198948505561,4.93135152493534,"Rickettsia"
"17","Acrocephalus melanopogon","breeding",3.37183826515608,3.43683467355531,766.414132202835,1.45324209292485,5.09205497836249,"Rickettsia"
"18","Acrocephalus melanopogon","non-breeding",3.66335478635256,3.69220717761935,1480.57507822536,1.82945446372812,5.41858143302792,"Rickettsia"
"19","Acrocephalus paludicola","breeding",2.74520335301315,2.77152779655077,138.576389827538,2.28538930301021,3.14831475840956,"Rickettsia"
"20","Acrocephalus palustris","breeding",2.96029594091401,2.99002535631838,7268.75164120998,0.856848635240397,5.24552955904785,"Rickettsia"
"21","Acrocephalus schoenobaenus","breeding",2.54567449510489,2.5807405131127,7561.56970342022,0.772626652689388,5.04900549798604,"Rickettsia"
"22","Acrocephalus scirpaceus","breeding",2.94631546856253,3.06065312891458,7578.1771471925,1.06655165191727,5.7089553425455,"Rickettsia"
"23","Actitis hypoleucos","breeding",3.41704366188217,3.47648788460659,10989.1782032414,1.09941858314615,6.95192698306293,"Rickettsia"
"24","Actitis hypoleucos","non-breeding",3.95224912071955,4.38566459345924,1096.41614836481,2.10368655843593,7.38247650776162,"Rickettsia"
"25","Actitis macularius","breeding",1.98511552060835,1.98511552060835,1.98511552060835,1.98511552060835,1.98511552060835,"Rickettsia"
"26","Aegithalos caudatus","breeding",4.26928423561745,4.39817168739632,15054.9416859576,1.26499762273203,8.89776598014634,"Rickettsia"
"27","Aegithalos caudatus","non-breeding",4.29312874248408,4.44712052422269,16943.5291972885,1.26499762273203,8.90672024745472,"Rickettsia"
"28","Aegolius funereus","breeding",5.13953338006903,5.03623003357253,6944.96121629652,1.98860734602976,8.53354271378409,"Rickettsia"
"29","Aegolius funereus","non-breeding",5.15245716585509,5.11914129051073,12050.4585978622,1.95903344784937,8.91036375609517,"Rickettsia"
"30","Aegypius monachus","breeding",20.8454161640725,20.2130873240346,2647.91443944853,10.5025361842658,25.7716610166205,"Rickettsia"
